,make_source,make_target,match_type,confirmed
3103,LABNET INTERNATIONAL INC,"Labnet International, Inc",skip_special_chars,TRUE
3185,Labnet International Inc,"Labnet International, Inc",skip_special_chars,TRUE
3186,Labnet International Inc.,"Labnet International, Inc",skip_special_chars,TRUE
3432,METTLER-TOLEDO,Mettler Toledo,skip_special_chars,TRUE
3605,Mdt Corp,MDT Corp.,skip_special_chars,TRUE
3634,Meden-InMed,Meden Inmed,skip_special_chars,TRUE
3644,Medi-Nuclear,Medi/Nuclear,skip_special_chars,TRUE
3794,Micromedical Technologies Inc,"Micromedical Technologies, Inc.",skip_special_chars,TRUE
3929,NEURO TECHNOLOGY INC,Neuro Technology Inc.,skip_special_chars,TRUE
3930,"NEURO TECHNOLOGY, INC.",Neuro Technology Inc.,skip_special_chars,TRUE
3987,National Biological Corp,National Biological Corp.,skip_special_chars,TRUE
4029,Neuro Technology Inc,Neuro Technology Inc.,skip_special_chars,TRUE
4110,NuAire Inc,"NuAire, Inc.",skip_special_chars,TRUE
4111,NuAire Inc. ,"NuAire, Inc.",skip_special_chars,TRUE
4116,Nuaire Inc,"NuAire, Inc.",skip_special_chars,TRUE
4238,Optovue Inc.,"Optovue, Inc.",skip_special_chars,TRUE
4291,PARKS MEDICAL ELECTRONICS INC,"Parks Medical Electronics, Inc. ",skip_special_chars,TRUE
4307,PENUMBRA INC,Penumbra Inc.,skip_special_chars,TRUE
4329,PHYSITEMP INSTRUMENTS INC,"Physitemp Instruments, Inc.",skip_special_chars,TRUE
4410,Parks Medical Electronics Inc,"Parks Medical Electronics, Inc. ",skip_special_chars,TRUE
4442,Penumbra Inc,Penumbra Inc.,skip_special_chars,TRUE
4456,Perkin-Elmer,Perkin Elmer,skip_special_chars,TRUE
4483,Physio Control,Physio-Control,skip_special_chars,TRUE
4592,Pulmonox Medical Inc,"Pulmonox Medical, Inc",skip_special_chars,TRUE
4628,Quest Medical Inc,"Quest Medical, Inc. ",skip_special_chars,TRUE
4636,Quincy Lab Inc,"Quincy Lab, Inc",skip_special_chars,TRUE
4637,Quincy Lab Inc.,"Quincy Lab, Inc",skip_special_chars,TRUE
4666,RENNCO INC,"Rennco, Inc.",skip_special_chars,TRUE
4749,Rennco Inc,"Rennco, Inc.",skip_special_chars,TRUE
4854,SCHWINN CYCLING AND FITNESS INC,Schwinn Cycling and Fitness Inc.,skip_special_chars,TRUE
4858,SCI-COOL,Sci Cool,skip_special_chars,TRUE
4860,SCIENTIFIC INDUSTRIES INC,"Scientific Industries, Inc.",skip_special_chars,TRUE
4880,SHANDON  LIPSHAW,Shandon Lipshaw,skip_special_chars,TRUE
4921,SNAP ON,Snap-On,skip_special_chars,TRUE
5018,Salient Surgical Technologies Inc,"Salient Surgical Technologies, Inc",skip_special_chars,TRUE
5065,Schwinn Cycling and Fitness Inc,Schwinn Cycling and Fitness Inc.,skip_special_chars,TRUE
5072,Scientific Industries Inc,"Scientific Industries, Inc.",skip_special_chars,TRUE
5073,Scientific Industries Inc.,"Scientific Industries, Inc.",skip_special_chars,TRUE
5303,St Jude  Medical,St. Jude Medical,skip_special_chars,TRUE
5352,Stille Sonesta,Stille-Sonesta,skip_special_chars,TRUE
5717,Transonic Systems Inc,Transonic Systems Inc.,skip_special_chars,TRUE
5798,UVP LLC,"UVP, LLC",skip_special_chars,TRUE
5951,Vieworks Co Ltd,"Vieworks Co., Ltd",skip_special_chars,TRUE
5954,Virtual Imaging Inc,"Virtual Imaging, Inc. ",skip_special_chars,TRUE
6134,Yamato Scientific America Inc,"Yamato Scientific America, Inc.",skip_special_chars,TRUE
3115,LAP of America Laser Applications LLC,Lap of America Laser Applications,first_5_words,TRUE
4827,S & S X-RAY PRODUCTS INC.,S & S X-Ray,first_5_words,TRUE
18,A and A Scales,A and A Scales LLC,first_4_words,TRUE
986,C & A Scientific Co Inc,C & A Scientific,first_4_words,TRUE
1148,Cal Coast Ophthalmic Instruments Inc,Cal Coast Ophthalmic Instruments,first_4_words,TRUE
1292,Christie Medical Holdings Inc (Bbraun),"Christie Medical Holdings, Inc.",first_4_words,TRUE
1521,DEL MAR REYNOLDS MEDICAL LTD A SPACELAB HEALTHCARE CO,Del Mar Reynolds Medical,first_4_words,TRUE
1760,Drive Medical Design & Manufacturing,Drive Medical Design & Mfg,first_4_words,TRUE
3114,LAP of America Laser Applicati,Lap of America Laser Applications,first_4_words,TRUE
5038,Saratoga Access & Fitness Inc.,Saratoga Access & Fitness,first_4_words,TRUE
5421,Suros Surgical Systems Inc A Hologic Co,"Suros Surgical Systems, Inc.",first_4_words,TRUE
6113,X-Cel X-Ray Corporation,X-Cel X-Ray Corp.,first_4_words,TRUE
46,ACIST Medical Systems Inc A BRACCO Group Co,ACIST Medical Systems,first_3_words,TRUE
58,ADVANCED STERILIZATION PRODUCTS A JOHNSON & JOHNSON CO,Advanced Sterilization Products,first_3_words,TRUE
77,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH IN,Alaris Medical Systems,first_3_words,TRUE
78,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH INC,Alaris Medical Systems,first_3_words,TRUE
94,AMERICAN POWER CONVERSION,American Power Conversion Corporation (APC),first_3_words,TRUE
122,ASPECT MEDICAL SYSTEMS INC,Aspect Medical Systems,first_3_words,TRUE
246,Advanced Sterilization Products Div Ethicon Inc,Advanced Sterilization Products,first_3_words,TRUE
297,Alaris Medical Systems Inc,Alaris Medical Systems,first_3_words,TRUE
378,American Medical Sales,American Medical Sales (AMS),first_3_words,TRUE
385,American Power Conversion,American Power Conversion Corporation (APC),first_3_words,TRUE
386,American Power Conversion (APC) by Schneider Electric,American Power Conversion Corporation (APC),first_3_words,TRUE
490,Aspect Medical Systems Inc.,Aspect Medical Systems,first_3_words,TRUE
553,B/R Instrument Corp.,B/R Instrument Corporation,first_3_words,TRUE
603,BIO RAD LABORATORIES VENDOR,"Bio-Rad Laboratories, Inc.",first_3_words,TRUE
616,BIRTCHER MEDICAL SYSTEMS INC,Birtcher Medical Systems,first_3_words,TRUE
708,Bausch & Lomb Inc,Bausch & Lomb,first_3_words,TRUE
709,Bausch & Lomb Inc Optical Systems Div,Bausch & Lomb,first_3_words,TRUE
710,Bausch & Lomb Surgical,Bausch & Lomb,first_3_words,TRUE
779,Bennett X-Ray Corp.,Bennett X-Ray,first_3_words,TRUE
811,Bio Logic Systems Corp,Bio-Logic Systems,first_3_words,TRUE
813,Bio-Logic Systems Corp,Bio-Logic Systems,first_3_words,TRUE
815,Bio-Med Devices Inc,Bio-Med Devices,first_3_words,TRUE
820,Bio-Rad Laboratories,"Bio-Rad Laboratories, Inc.",first_3_words,TRUE
832,BioMedical Life Systems Inc (BMLS),Biomedical Life Systems,first_3_words,TRUE
833,"BioMedical Life Systems, Inc.",Biomedical Life Systems,first_3_words,TRUE
891,Birtcher Medical Systems Inc,Birtcher Medical Systems,first_3_words,TRUE
905,Blue M Electric A General Signal Co,Blue M Electric,first_3_words,TRUE
1052,CINCINNATI SUB-ZERO PRODUCTS INC,Cincinnati Sub-Zero,first_3_words,TRUE
1101,CONTROL-X MEDICAL INC,Control-X Medical,first_3_words,TRUE
1149,Caliper Life Sciences A PerkinElmer Co,Caliper Life Sciences,first_3_words,TRUE
1225,Carl Zeiss Meditec Inc,Carl Zeiss Meditec,first_3_words,TRUE
1226,Carl Zeiss Microscopy LLC,Carl Zeiss Microscopy,first_3_words,TRUE
1299,Cincinnati Sub-Zero Products LLC A Gentherm Co,Cincinnati Sub-Zero,first_3_words,TRUE
1456,CryoCath Technologies Inc A Medtronic Co,"CryoCath Technologies, Inc.",first_3_words,TRUE
1532,DESIGNS FOR VISION INC,Designs for Vision,first_3_words,TRUE
1533,"DESIGNS FOR VISION, INC.",Designs for Vision,first_3_words,TRUE
1637,De Soutter Medical Ltd,De Soutter Medical,first_3_words,TRUE
1638,De Soutter Medical USA,De Soutter Medical,first_3_words,TRUE
1681,Designs For Vision Inc,Designs for Vision,first_3_words,TRUE
1761,Drive Medical Design and Mfg,Drive Medical Design & Mfg,first_3_words,TRUE
1791,E-C Apparatus Corp,E-C Apparatus,first_3_words,TRUE
1792,E-Z-EM Inc.,E-Z-EM,first_3_words,TRUE
1820,ELECTRO-MED HEALTH INDUSTRIES,Electro-Med Health,first_3_words,TRUE
1876,ETHICON ENDO-SURGERY INC A JOHNSON & JOHNSON CO,Ethicon Endo-Surgery,first_3_words,TRUE
1939,Electro-Matic Products Co,Electro-Matic Products Company (ELMATCO),first_3_words,TRUE
1940,Electro-Med Health Industries,Electro-Med Health,first_3_words,TRUE
1954,Ellis & watts,"Ellis & Watts Industries, Inc.",first_3_words,TRUE
2017,Ethicon Endo-Surgery Inc A Johnson & Johnson Co,Ethicon Endo-Surgery,first_3_words,TRUE
2058,FISHER & PAYKEL HEALTH,Fisher & Paykel,first_3_words,TRUE
2059,FISHER & PAYKEL MEDICAL INC,Fisher & Paykel,first_3_words,TRUE
2080,FRESENIUS MEDICAL CARE NORTH AMERICA,Fresenius Medical care,first_3_words,TRUE
2128,Fisher & Paykel Healthcare,Fisher & Paykel,first_3_words,TRUE
2129,Fisher & Paykel Medical Inc,Fisher & Paykel,first_3_words,TRUE
2192,Future Health Concepts,"Future Health Concepts, Inc",first_3_words,TRUE
2193,"Future Health Concepts, FCH","Future Health Concepts, Inc",first_3_words,TRUE
2240,GG & B ENGINEERING,GG & B,first_3_words,TRUE
2433,HEALTH O METER INC DIV SUNBEAM CORP,Health-O-Meter,first_3_words,TRUE
2473,HOPKINS MEDICAL PRODUCTS,Hopkins Medical Products (HMP),first_3_words,TRUE
2549,Health O Meter Inc,Health-O-Meter,first_3_words,TRUE
2552,Health o meter Inc Div Sunbeam Corp,Health-O-Meter,first_3_words,TRUE
2724,IDEAL MEDICAL PRODUCTS INC,Ideal Medical Products,first_3_words,TRUE
2800,Ideal Medical Products Inc,Ideal Medical Products,first_3_words,TRUE
2813,Image Diagnostics Inc,"Image Diagnostics, Inc. (idi)",first_3_words,TRUE
2889,International Medical Electronics Ltd,International Medical Electronics,first_3_words,TRUE
2925,J H Emerson Co,J H Emerson,first_3_words,TRUE
2928,J. H. EMERSON CO.,J H Emerson,first_3_words,TRUE
2943,JOHNSON & JOHNSON CORP,Johnson & Johnson Vision,first_3_words,TRUE
2975,Johnson & Johnson Corp,Johnson & Johnson Vision,first_3_words,TRUE
3009,KENDRO LABORATORY PRODUCTS A SPX CORP CO,Kendro Laboratory Products,first_3_words,TRUE
3051,Kendro Laboratory Products plc,Kendro Laboratory Products,first_3_words,TRUE
3205,Larsen & Toubro Limited,Larsen & Toubro,first_3_words,TRUE
3228,Level 1 Technologies Inc.,Level 1 Technologies,first_3_words,TRUE
3242,Life Sensing Instruments (LSI),Life Sensing Instruments,first_3_words,TRUE
3250,LifeLines Neurodiagnostic Systems Inc,LifeLines Neurodiagnostic Systems,first_3_words,TRUE
3468,MODERN WAY IMMOBILIZERS,"Modern Way Immobilizers, Inc. ",first_3_words,TRUE
3469,MODULUS DATA SYSTEMS INC,Modulus Data Systems,first_3_words,TRUE
3658,Medical Electronic Systems LLC,Medical Electronic Systems,first_3_words,TRUE
3812,Midmark Diagnostics Group Div Midmark Corp,Midmark Diagnostics Group,first_3_words,TRUE
3860,Modern Way Immobilizers,"Modern Way Immobilizers, Inc. ",first_3_words,TRUE
3863,Modulus Data Systems Inc.,Modulus Data Systems,first_3_words,TRUE
4044,New Brunswick Scientific Co Inc An Eppendorf Co,New Brunswick Scientific,first_3_words,TRUE
4045,New Brunswick Scientific bv An Eppendorf Co,New Brunswick Scientific,first_3_words,TRUE
4127,"O.R. Solutions, Inc.",O.R. Solutions,first_3_words,TRUE
4188,Oceanic Medical Products,"Oceanic Medical Products, Inc. ",first_3_words,TRUE
4251,Ortho-Clinical Diagnostics Inc,Ortho Clinical Diagnostics,first_3_words,TRUE
4409,Parks Medical Electronics,"Parks Medical Electronics, Inc. ",first_3_words,TRUE
4439,Pelton & Crane Div DCI International,Pelton & Crane,first_3_words,TRUE
4502,Pivotal Health Solutions (PHS),Pivotal Health Solutions,first_3_words,TRUE
4599,Q Core Medical Ltd,Q Core Medical,first_3_words,TRUE
4625,Quantum Medical Imaging,"Quantum Medical Imaging, LLC",first_3_words,TRUE
4680,RITA MEDICAL SYSTEMS INC,RITA Medical Systems,first_3_words,TRUE
4768,Rice Lake Weighing System,Rice Lake Weighing Systems,first_3_words,TRUE
4796,Rita Medical Systems Inc,RITA Medical Systems,first_3_words,TRUE
4910,SMITH & NEPHEW CORP.,Smith & Nephew,first_3_words,TRUE
4911,SMITH & NEPHEW DYONICS INC DIV SMITH & NEPHEW PLC,Smith & Nephew,first_3_words,TRUE
4912,SMITH & NEPHEW ENDOSCOPY,Smith & Nephew,first_3_words,TRUE
4913,SMITH & NEPHEW INC,Smith & Nephew,first_3_words,TRUE
4914,SMITH & NEPHEW REHABILITATION DIV SMITH & NEPHEW PLC,Smith & Nephew,first_3_words,TRUE
4915,SMITH & NEPHEW ROYLAN INC,Smith & Nephew,first_3_words,TRUE
4916,"SMITH & NEPHEW, INC",Smith & Nephew,first_3_words,TRUE
4964,ST JUDE MEDICAL INC,St. Jude Medical,first_3_words,TRUE
4994,SURGICAL LASER TECHNOLOGIES,Surgical Laser Technologies (SLT),first_3_words,TRUE
5017,Salient Surgical Technologies,"Salient Surgical Technologies, Inc",first_3_words,TRUE
5088,Seabrook Medical Systems Inc,Seabrook Medical Systems,first_3_words,TRUE
5207,Smith & Nephew Dyonics,Smith & Nephew,first_3_words,TRUE
5208,Smith & Nephew Endo,Smith & Nephew,first_3_words,TRUE
5209,Smith & Nephew Inc,Smith & Nephew,first_3_words,TRUE
5210,Smith & Nephew Inc Div Smith & Nephew plc,Smith & Nephew,first_3_words,TRUE
5211,Smith & Nephew Inc Endoscopy Div Smith & Nephew plc,Smith & Nephew,first_3_words,TRUE
5224,So-Low Environmental,So-Low Environmental Equipment,first_3_words,TRUE
5304,St Jude Medical Inc,St. Jude Medical,first_3_words,TRUE
5305,St Jude Medical Inc / Abbott Laboratories,St. Jude Medical,first_3_words,TRUE
5306,St Jude Medical Inc.,St. Jude Medical,first_3_words,TRUE
5327,Star X-Ray Co,Star X-ray,first_3_words,TRUE
5411,Surgical Laser Technologies,Surgical Laser Technologies (SLT),first_3_words,TRUE
5420,Suros Surgical Systems,"Suros Surgical Systems, Inc.",first_3_words,TRUE
5535,TREK Diagnostic Systems Inc Div Thermo Fisher Scientific Inc,TREK Diagnostic Systems,first_3_words,TRUE
5538,TRI W-G GROUP,Tri W-G,first_3_words,TRUE
5539,TRI W-G Inc,Tri W-G,first_3_words,TRUE
5673,Tingle X-Ray Products,"Tingle X-Ray, LLC (TXR)",first_3_words,TRUE
5720,Trek Diagnostic Systems Inc.,TREK Diagnostic Systems,first_3_words,TRUE
5726,Tri W-G Inc,Tri W-G,first_3_words,TRUE
5732,Triangle Biomedical Sciences Inc,Triangle Biomedical Sciences,first_3_words,TRUE
5804,"Ultra Clean Systems, Inc",Ultra Clean Systems,first_3_words,TRUE
5872,VNUS MEDICAL TECHNOLOGIES INC,VNUS Medical Technologies,first_3_words,TRUE
5873,VNUS Medical Technologies Inc Div Covidien,VNUS Medical Technologies,first_3_words,TRUE
5989,W & H Dentalwerk Buermoos GmbH,W & H,first_3_words,TRUE
5990,W & H Impex Inc,W & H,first_3_words,TRUE
5991,W A Baum Co Inc,W A Baum,first_3_words,TRUE
6019,WOLF X-RAY CORPORATION,Wolf X-Ray,first_3_words,TRUE
6021,WR MEDICAL ELECTRONICS IN,WR Medical Electronics,first_3_words,TRUE
6023,WR Medical Electronics Co,WR Medical Electronics,first_3_words,TRUE
6108,Wolf X Ray Corp,Wolf X-Ray,first_3_words,TRUE
6153,ZONARE Medical Systems Inc,ZONARE Medical Systems,first_3_words,TRUE
6168,Zonare Medical Systems Inc,ZONARE Medical Systems,first_3_words,TRUE
6169,Zonare Medical Systems Inc.,ZONARE Medical Systems,first_3_words,TRUE
6196,ndd Medical Technologies Inc.,NDD Medical Technologies,first_3_words,TRUE
7,"3M Healthcare (formerly Arizant Healthcare, Inc.)",3M HealthCare,first_2_words,TRUE
19,A and D Medical,A and A Scales LLC,first_2_words,TRUE
57,ADVANCED INSTRUMENTS INC,Advanced Instruments,first_2_words,TRUE
62,AERIN MEDICAL IN,Aerin Medical,first_2_words,TRUE
68,AFP Imaging Corp.,AFP Imaging ,first_2_words,TRUE
71,AGILENT TECHNOLOGIES INC,Agilent Technologies,first_2_words,TRUE
81,ALLIED HEALTHCARE PRODUCTS INC,Allied Healthcare,first_2_words,TRUE
92,AMERICAN MEDICAL SYSTEMS,American Medical Sales (AMS),first_2_words,TRUE
93,AMERICAN OPTICAL CORP,American Optical,first_2_words,TRUE
95,AMERICAN SCIENTIFIC PRODUCTS DIV AMERICAN HOSPITAL SUPPLY CORP,American Scientific,first_2_words,TRUE
106,APEX Dynamics Inc.,Apex Dynamics,first_2_words,TRUE
115,ARMSTRONG MEDICAL INDUSTRIES INC,Armstrong Medical,first_2_words,TRUE
126,ATCOR MEDICAL PTY LTD,AtCor Medical,first_2_words,TRUE
144,AWARENESS TECHNOLOGY INC,Awareness Technology,first_2_words,TRUE
164,Accelerate Diagnostics Inc,Accelerate Diagnostics,first_2_words,TRUE
200,Acoustic Imaging Tech Cor,Acoustic Imaging,first_2_words,TRUE
216,Adam Equipment Inc,Adam Equipment,first_2_words,TRUE
236,Advanced Instruments Inc,Advanced Instruments,first_2_words,TRUE
237,"Advanced Instruments, Inc",Advanced Instruments,first_2_words,TRUE
240,Advanced Optisurgical Inc,Advanced Optisurgical,first_2_words,TRUE
244,Advanced Sterilization Product,Advanced Sterilization Products,first_2_words,TRUE
266,Agilent Technologies Inc,Agilent Technologies,first_2_words,TRUE
274,Air Science Corp,Air Science,first_2_words,TRUE
276,Air-Shields Hill-Rom,Air Shields,first_2_words,TRUE
277,Air-Shields Inc.,Air Shields,first_2_words,TRUE
278,Air-Shields Vickers,Air Shields,first_2_words,TRUE
302,Alcon Laboratories Inc,Alcon Laboratories,first_2_words,TRUE
305,Alcor Scientific Inc.,ALCOR Scientific,first_2_words,TRUE
315,AllPro Imaging Corp.,AllPro Imaging,first_2_words,TRUE
319,Allen Medical Instruments Corp,Allen Medical Systems,first_2_words,TRUE
323,Allied Healthcare Product,Allied Healthcare,first_2_words,TRUE
324,Allied Healthcare Products,Allied Healthcare,first_2_words,TRUE
325,Allied Healthcare Products Inc,Allied Healthcare,first_2_words,TRUE
333,Alpha Omega Co USA Inc,Alpha Omega Engineering Ltd.,first_2_words,TRUE
342,Altimate Medical Inc,Altimate Medical,first_2_words,TRUE
360,American Bantex,American Bantex Derbie,first_2_words,TRUE
366,American Diagnostic Corp,American Diagnostic Corporation (ADC),first_2_words,TRUE
367,American Diagnostic Corp (ADC),American Diagnostic Corporation (ADC),first_2_words,TRUE
368,American Diagnostic Corp (Adc),American Diagnostic Corporation (ADC),first_2_words,TRUE
369,American Diagnostic Corp(ADC),American Diagnostic Corporation (ADC),first_2_words,TRUE
379,American Medical Systems,American Medical Sales (AMS),first_2_words,TRUE
381,American Optical Corp,American Optical,first_2_words,TRUE
390,American Scientific Prod.,American Scientific,first_2_words,TRUE
391,"American Scientific, Llc",American Scientific,first_2_words,TRUE
393,American TeleCare Inc,American Telecare,first_2_words,TRUE
423,Anodyne Therapy LLC,Anodyne Therapy,first_2_words,TRUE
441,Applied Medical Resources,Applied Medical,first_2_words,TRUE
450,Argos Technologies Inc,Argos Technologies,first_2_words,TRUE
466,Armstrong Medical Industr,Armstrong Medical,first_2_words,TRUE
488,Aspect Medical / Medtronic,Aspect Medical Systems,first_2_words,TRUE
492,Aspen Labs LLC,Aspen Labs,first_2_words,TRUE
509,Audio-Technica,"Audio-Technica U.S., Inc.",first_2_words,TRUE
510,Audiology Systems,Audiology Systems Inc,first_2_words,TRUE
513,Augustine Medical Inc.,Augustine Medical,first_2_words,TRUE
515,Aurora Imaging,Aurora Imaging Corporation,first_2_words,TRUE
526,Aviv Biomedical Inc.,Aviv Biomedical,first_2_words,TRUE
531,Awareness Technology Inc,Awareness Technology,first_2_words,TRUE
532,Awareness Technology Inc.,Awareness Technology,first_2_words,TRUE
541,B BRAUN MEDICAL EQUIPMENT INC DIV B BRAUN OF AMER,B. Braun,first_2_words,TRUE
542,B BRAUN MEDICAL EQUIPMENT INC DIV B BRAUN OF AMERICA CO,B. Braun,first_2_words,TRUE
543,B Braun Instruments,B. Braun,first_2_words,TRUE
544,B Braun Medical,B. Braun,first_2_words,TRUE
545,B Braun Medical Inc,B. Braun,first_2_words,TRUE
546,B Braun Medical Inc A B Braun Group Co,B. Braun,first_2_words,TRUE
557,BALTIMORE THERAPEUTIC EQUIPMENT CO,Baltimore Therapeutic,first_2_words,TRUE
